Symbol,Buy/Sell,CBT,Entry,Stoploss,TargetPrice,Status,ExitPrice,ExitDate,2026-08-04_DayMaxProfit,2026-08-04_DayMaxLoss,2026-08-04_MaxProfit,2026-08-04_MaxLoss,2026-08-04_MaxDrawdown,2026-08-04_CurrentPnL,2026-08-05_DayMaxProfit,2026-08-05_DayMaxLoss,2026-08-05_MaxProfit,2026-08-05_MaxLoss,2026-08-05_MaxDrawdown,2026-08-05_CurrentPnL,2026-08-06_DayMaxProfit,2026-08-06_DayMaxLoss,2026-08-06_MaxProfit,2026-08-06_MaxLoss,2026-08-06_MaxDrawdown,2026-08-06_CurrentPnL,2026-08-07_DayMaxProfit,2026-08-07_DayMaxLoss,2026-08-07_MaxProfit,2026-08-07_MaxLoss,2026-08-07_MaxDrawdown,2026-08-07_CurrentPnL,2026-08-10_DayMaxProfit,2026-08-10_DayMaxLoss,2026-08-10_MaxProfit,2026-08-10_MaxLoss,2026-08-10_MaxDrawdown,2026-08-10_CurrentPnL,2026-08-11_DayMaxProfit,2026-08-11_DayMaxLoss,2026-08-11_MaxProfit,2026-08-11_MaxLoss,2026-08-11_MaxDrawdown,2026-08-11_CurrentPnL,2026-08-12_DayMaxProfit,2026-08-12_DayMaxLoss,2026-08-12_MaxProfit,2026-08-12_MaxLoss,2026-08-12_MaxDrawdown,2026-08-12_CurrentPnL,2026-08-13_DayMaxProfit,2026-08-13_DayMaxLoss,2026-08-13_MaxProfit,2026-08-13_MaxLoss,2026-08-13_MaxDrawdown,2026-08-13_CurrentPnL,2026-08-14_DayMaxProfit,2026-08-14_DayMaxLoss,2026-08-14_MaxProfit,2026-08-14_MaxLoss,2026-08-14_MaxDrawdown,2026-08-14_CurrentPnL,2026-08-17_DayMaxProfit,2026-08-17_DayMaxLoss,2026-08-17_MaxProfit,2026-08-17_MaxLoss,2026-08-17_MaxDrawdown,2026-08-17_CurrentPnL,2026-08-18_DayMaxProfit,2026-08-18_DayMaxLoss,2026-08-18_MaxProfit,2026-08-18_MaxLoss,2026-08-18_MaxDrawdown,2026-08-18_CurrentPnL,2026-08-19_DayMaxProfit,2026-08-19_DayMaxLoss,2026-08-19_MaxProfit,2026-08-19_MaxLoss,2026-08-19_MaxDrawdown,2026-08-19_CurrentPnL,2026-08-20_DayMaxProfit,2026-08-20_DayMaxLoss,2026-08-20_MaxProfit,2026-08-20_MaxLoss,2026-08-20_MaxDrawdown,2026-08-20_CurrentPnL,2026-08-21_DayMaxProfit,2026-08-21_DayMaxLoss,2026-08-21_MaxProfit,2026-08-21_MaxLoss,2026-08-21_MaxDrawdown,2026-08-21_CurrentPnL,2026-08-24_DayMaxProfit,2026-08-24_DayMaxLoss,2026-08-24_MaxProfit,2026-08-24_MaxLoss,2026-08-24_MaxDrawdown,2026-08-24_CurrentPnL,2026-08-25_DayMaxProfit,2026-08-25_DayMaxLoss,2026-08-25_MaxProfit,2026-08-25_MaxLoss,2026-08-25_MaxDrawdown,2026-08-25_CurrentPnL,2026-08-26_DayMaxProfit,2026-08-26_DayMaxLoss,2026-08-26_MaxProfit,2026-08-26_MaxLoss,2026-08-26_MaxDrawdown,2026-08-26_CurrentPnL,2026-08-27_DayMaxProfit,2026-08-27_DayMaxLoss,2026-08-27_MaxProfit,2026-08-27_MaxLoss,2026-08-27_MaxDrawdown,2026-08-27_CurrentPnL,2026-08-28_DayMaxProfit,2026-08-28_DayMaxLoss,2026-08-28_MaxProfit,2026-08-28_MaxLoss,2026-08-28_MaxDrawdown,2026-08-28_CurrentPnL,2026-08-31_DayMaxProfit,2026-08-31_DayMaxLoss,2026-08-31_MaxProfit,2026-08-31_MaxLoss,2026-08-31_MaxDrawdown,2026-08-31_CurrentPnL,2026-09-01_DayMaxProfit,2026-09-01_DayMaxLoss,2026-09-01_MaxProfit,2026-09-01_MaxLoss,2026-09-01_MaxDrawdown,2026-09-01_CurrentPnL
JYOTICNC,Sell,730.5,742.0,783.73,677.88,SL Hit,861,2026-08-04,-17.86,-17.86,-17.86,-17.86,-17.86,-17.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KITEX,Sell,161.68,164.0,173.07,146.73,TP Hit,145.76,2026-08-04,9.85,9.85,9.85,9.85,0.00,9.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORIENTCER,Sell,40.24,41.2599983215332,44.3,38.35,SL Hit,44.3,2026-08-07,-0.20,-3.26,-0.20,-3.26,-3.26,-1.19,-0.67,-4.00,-0.20,-4.00,-4.00,-2.46,-0.72,-3.63,-0.20,-4.00,-4.00,-2.96,-4.92,-10.09,-0.20,-10.09,-10.09,-10.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAVNAIND,Sell,18.39,18.700000762939453,19.88,16.83,TP Hit,16.83,2026-09-01,3.15,0.00,3.15,0.00,-3.15,0.87,6.36,2.12,6.36,0.00,-4.24,5.27,6.85,-7.50,6.85,-7.50,-14.36,-3.81,2.07,-7.12,6.85,-7.50,-14.36,0.44,-0.60,-4.40,6.85,-7.50,-14.36,-3.43,-0.71,-6.04,6.85,-7.50,-14.36,-1.47,-1.14,-7.29,6.85,-7.50,-14.36,-1.90,-1.14,-7.40,6.85,-7.50,-14.36,-3.70,3.92,-6.04,6.85,-7.50,-14.36,2.45,3.21,-3.32,6.85,-7.50,-14.36,-2.88,3.92,-2.88,6.85,-7.50,-14.36,1.31,3.48,-3.21,6.85,-7.50,-14.36,-2.61,0.44,-5.00,6.85,-7.50,-14.36,-1.79,0.71,-3.86,6.85,-7.50,-14.36,-1.14,0.27,-4.68,6.85,-7.50,-14.36,-0.82,4.84,-2.56,6.85,-7.50,-14.36,0.92,1.58,-4.40,6.85,-7.50,-14.36,-0.65,1.52,-2.72,6.85,-7.50,-14.36,-0.65,0.98,-2.77,6.85,-7.50,-14.36,-0.44,2.94,-2.72,6.85,-7.50,-14.36,1.90,8.48,-0.16,8.48,-7.50,-14.36,8.48
USHAMART,Buy,477.07,469.37,451.18,500.33,TP Hit,503,2026-08-04,5.44,5.44,5.44,5.44,0.00,5.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VINDHYATEL,Sell,2333.45,2417.285180958595,2628.63,1991.03,SL Hit,2628.63,2026-09-01,1.43,-5.75,1.43,-5.75,-7.18,-0.13,0.15,-4.99,1.43,-5.75,-7.18,-1.03,4.39,-1.52,4.39,-5.75,-7.18,1.99,5.25,1.00,5.25,-5.75,-7.18,3.93,6.31,-8.34,6.31,-8.34,-14.65,-4.50,-3.07,-9.02,6.31,-9.02,-15.33,-4.09,-3.40,-11.42,6.31,-11.42,-17.73,-10.68,-3.71,-10.56,6.31,-11.42,-17.73,-5.44,-1.78,-5.93,6.31,-11.42,-17.73,-2.92,-1.93,-7.91,6.31,-11.42,-17.73,-6.56,-4.57,-8.85,6.31,-11.42,-17.73,-6.52,-3.92,-8.21,6.31,-11.42,-17.73,-4.51,-3.79,-7.05,6.31,-11.42,-17.73,-4.39,-2.26,-6.71,6.31,-11.42,-17.73,-5.16,-1.50,-11.34,6.31,-11.42,-17.73,-2.35,0.34,-3.92,6.31,-11.42,-17.73,-2.06,-2.04,-4.63,6.31,-11.42,-17.73,-2.71,-2.43,-10.99,6.31,-11.42,-17.73,-8.44,-8.21,-11.21,6.31,-11.42,-17.73,-10.80,-7.57,-11.21,6.31,-11.42,-17.73,-8.66,-6.54,-12.65,6.31,-12.65,-18.96,-12.65
