Symbol,Buy/Sell,CBT,Entry,Stoploss,TargetPrice,Status,ExitPrice,ExitDate,2026-08-04_DayMaxProfit,2026-08-04_DayMaxLoss,2026-08-04_MaxProfit,2026-08-04_MaxLoss,2026-08-04_MaxDrawdown,2026-08-04_CurrentPnL
UDS,Sell,198.23,199.01878352963865,207.96,181.84,SL Hit,207.96,2026-08-04,-1.51,-4.91,-1.51,-4.91,-4.91,-4.91
