Symbol,Buy/Sell,CBT,Entry,Stoploss,TargetPrice,Status,ExitPrice,ExitDate,2026-08-04_DayMaxProfit,2026-08-04_DayMaxLoss,2026-08-04_MaxProfit,2026-08-04_MaxLoss,2026-08-04_MaxDrawdown,2026-08-04_CurrentPnL,2026-08-05_DayMaxProfit,2026-08-05_DayMaxLoss,2026-08-05_MaxProfit,2026-08-05_MaxLoss,2026-08-05_MaxDrawdown,2026-08-05_CurrentPnL,2026-08-06_DayMaxProfit,2026-08-06_DayMaxLoss,2026-08-06_MaxProfit,2026-08-06_MaxLoss,2026-08-06_MaxDrawdown,2026-08-06_CurrentPnL,2026-08-07_DayMaxProfit,2026-08-07_DayMaxLoss,2026-08-07_MaxProfit,2026-08-07_MaxLoss,2026-08-07_MaxDrawdown,2026-08-07_CurrentPnL,2026-08-10_DayMaxProfit,2026-08-10_DayMaxLoss,2026-08-10_MaxProfit,2026-08-10_MaxLoss,2026-08-10_MaxDrawdown,2026-08-10_CurrentPnL,2026-08-11_DayMaxProfit,2026-08-11_DayMaxLoss,2026-08-11_MaxProfit,2026-08-11_MaxLoss,2026-08-11_MaxDrawdown,2026-08-11_CurrentPnL,2026-08-12_DayMaxProfit,2026-08-12_DayMaxLoss,2026-08-12_MaxProfit,2026-08-12_MaxLoss,2026-08-12_MaxDrawdown,2026-08-12_CurrentPnL
QPOWER,Buy,1147.58,1118.78,1025.9,1242.19,TP Hit,1301.2,2026-08-12,2.83,-2.40,2.83,-2.40,-5.23,-0.94,0.21,-3.71,2.83,-3.71,-6.54,-1.86,1.95,-2.58,2.83,-3.71,-6.54,0.82,0.65,-4.06,2.83,-4.06,-6.89,-2.05,2.85,1.95,2.85,-4.06,-6.89,2.85,7.99,7.99,7.99,-4.06,-6.89,7.99,13.39,13.39,13.39,-4.06,-6.89,13.39
ROUTE,Sell,543.32,547.8180633621445,574.46,518.55,TP Hit,518.55,2026-08-12,2.39,0.61,2.39,0.61,-1.78,1.97,2.53,0.65,2.53,0.61,-1.89,2.03,2.27,1.45,2.53,0.61,-1.89,1.81,2.91,0.98,2.91,0.61,-1.93,2.76,3.95,0.69,3.95,0.61,-3.26,1.44,3.12,1.57,3.95,0.61,-3.26,2.43,4.56,2.24,4.56,0.61,-3.26,4.56
RUPA,Sell,173.09,176.9499969482422,189.12,156.14,TP Hit,156.14,2026-08-12,6.41,4.41,6.41,4.41,-1.99,5.90,7.10,4.67,7.10,4.41,-2.43,6.60,6.41,2.05,7.10,2.05,-5.05,3.16,5.22,2.77,7.10,2.05,-5.05,4.76,5.48,3.87,7.10,2.05,-5.05,4.51,8.66,4.85,8.66,2.05,-5.05,8.28,9.79,7.22,9.79,2.05,-5.05,9.79
UDS,Sell,189.08,194.04331340827682,207.32,181.84,SL Hit,207.32,2026-08-04,-6.42,-9.65,-6.42,-9.65,-9.65,-9.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
