Symbol,Buy/Sell,CBT,Entry,Stoploss,TargetPrice,Status,ExitPrice,ExitDate,2026-08-04_DayMaxProfit,2026-08-04_DayMaxLoss,2026-08-04_MaxProfit,2026-08-04_MaxLoss,2026-08-04_MaxDrawdown,2026-08-04_CurrentPnL,2026-08-05_DayMaxProfit,2026-08-05_DayMaxLoss,2026-08-05_MaxProfit,2026-08-05_MaxLoss,2026-08-05_MaxDrawdown,2026-08-05_CurrentPnL,2026-08-06_DayMaxProfit,2026-08-06_DayMaxLoss,2026-08-06_MaxProfit,2026-08-06_MaxLoss,2026-08-06_MaxDrawdown,2026-08-06_CurrentPnL,2026-08-07_DayMaxProfit,2026-08-07_DayMaxLoss,2026-08-07_MaxProfit,2026-08-07_MaxLoss,2026-08-07_MaxDrawdown,2026-08-07_CurrentPnL,2026-08-10_DayMaxProfit,2026-08-10_DayMaxLoss,2026-08-10_MaxProfit,2026-08-10_MaxLoss,2026-08-10_MaxDrawdown,2026-08-10_CurrentPnL,2026-08-11_DayMaxProfit,2026-08-11_DayMaxLoss,2026-08-11_MaxProfit,2026-08-11_MaxLoss,2026-08-11_MaxDrawdown,2026-08-11_CurrentPnL,2026-08-12_DayMaxProfit,2026-08-12_DayMaxLoss,2026-08-12_MaxProfit,2026-08-12_MaxLoss,2026-08-12_MaxDrawdown,2026-08-12_CurrentPnL,2026-08-13_DayMaxProfit,2026-08-13_DayMaxLoss,2026-08-13_MaxProfit,2026-08-13_MaxLoss,2026-08-13_MaxDrawdown,2026-08-13_CurrentPnL,2026-08-14_DayMaxProfit,2026-08-14_DayMaxLoss,2026-08-14_MaxProfit,2026-08-14_MaxLoss,2026-08-14_MaxDrawdown,2026-08-14_CurrentPnL,2026-08-17_DayMaxProfit,2026-08-17_DayMaxLoss,2026-08-17_MaxProfit,2026-08-17_MaxLoss,2026-08-17_MaxDrawdown,2026-08-17_CurrentPnL,2026-08-18_DayMaxProfit,2026-08-18_DayMaxLoss,2026-08-18_MaxProfit,2026-08-18_MaxLoss,2026-08-18_MaxDrawdown,2026-08-18_CurrentPnL,2026-08-19_DayMaxProfit,2026-08-19_DayMaxLoss,2026-08-19_MaxProfit,2026-08-19_MaxLoss,2026-08-19_MaxDrawdown,2026-08-19_CurrentPnL,2026-08-20_DayMaxProfit,2026-08-20_DayMaxLoss,2026-08-20_MaxProfit,2026-08-20_MaxLoss,2026-08-20_MaxDrawdown,2026-08-20_CurrentPnL,2026-08-21_DayMaxProfit,2026-08-21_DayMaxLoss,2026-08-21_MaxProfit,2026-08-21_MaxLoss,2026-08-21_MaxDrawdown,2026-08-21_CurrentPnL,2026-08-24_DayMaxProfit,2026-08-24_DayMaxLoss,2026-08-24_MaxProfit,2026-08-24_MaxLoss,2026-08-24_MaxDrawdown,2026-08-24_CurrentPnL,2026-08-25_DayMaxProfit,2026-08-25_DayMaxLoss,2026-08-25_MaxProfit,2026-08-25_MaxLoss,2026-08-25_MaxDrawdown,2026-08-25_CurrentPnL,2026-08-26_DayMaxProfit,2026-08-26_DayMaxLoss,2026-08-26_MaxProfit,2026-08-26_MaxLoss,2026-08-26_MaxDrawdown,2026-08-26_CurrentPnL,2026-08-27_DayMaxProfit,2026-08-27_DayMaxLoss,2026-08-27_MaxProfit,2026-08-27_MaxLoss,2026-08-27_MaxDrawdown,2026-08-27_CurrentPnL,2026-08-28_DayMaxProfit,2026-08-28_DayMaxLoss,2026-08-28_MaxProfit,2026-08-28_MaxLoss,2026-08-28_MaxDrawdown,2026-08-28_CurrentPnL,2026-08-31_DayMaxProfit,2026-08-31_DayMaxLoss,2026-08-31_MaxProfit,2026-08-31_MaxLoss,2026-08-31_MaxDrawdown,2026-08-31_CurrentPnL,2026-09-01_DayMaxProfit,2026-09-01_DayMaxLoss,2026-09-01_MaxProfit,2026-09-01_MaxLoss,2026-09-01_MaxDrawdown,2026-09-01_CurrentPnL,2026-09-02_DayMaxProfit,2026-09-02_DayMaxLoss,2026-09-02_MaxProfit,2026-09-02_MaxLoss,2026-09-02_MaxDrawdown,2026-09-02_CurrentPnL,2026-09-03_DayMaxProfit,2026-09-03_DayMaxLoss,2026-09-03_MaxProfit,2026-09-03_MaxLoss,2026-09-03_MaxDrawdown,2026-09-03_CurrentPnL,2026-09-04_DayMaxProfit,2026-09-04_DayMaxLoss,2026-09-04_MaxProfit,2026-09-04_MaxLoss,2026-09-04_MaxDrawdown,2026-09-04_CurrentPnL
DBCORP,Buy,190.75,187.24,178.9,199.39,TP Hit,211.51,2026-08-04,10.88,10.88,10.88,10.88,0.00,10.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBULLSLTD,Sell,27.73,28.0,29.67,26.01,SL Hit,29.89,2026-08-06,2.31,-0.97,2.31,-0.97,-3.28,0.22,-0.25,-4.76,2.31,-4.76,-7.07,-4.76,-7.79,-7.79,2.31,-7.79,-10.10,-7.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JARO,Buy,499.89,493.98,463.09,555.27,SL Hit,463.09,2026-08-04,-5.34,-7.36,-5.34,-7.36,-7.36,-7.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBZJEWEL,Sell,135.59,137.0,152.51,129.31,SL Hit,153.25,2026-08-04,-13.02,-13.02,-13.02,-13.02,-13.02,-13.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKYGOLD,Sell,528.9,533.4500122070312,562.39,499.72,SL Hit,691.85,2026-08-04,-30.81,-30.81,-30.81,-30.81,-30.81,-30.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPLPETRO,Buy,717.16,713.55,678.28,758.49,TP Hit,758.49,2026-09-04,0.95,-1.00,0.95,-1.00,-1.95,-0.05,0.70,-1.84,0.95,-1.84,-2.79,-1.56,-0.71,-2.67,0.95,-2.67,-3.62,-2.02,-1.33,-3.31,0.95,-3.31,-4.26,-2.19,-2.19,-3.79,0.95,-3.79,-4.74,-3.26,-2.50,-4.92,0.95,-4.92,-5.87,-4.45,2.03,-4.55,2.03,-4.92,-6.57,1.18,2.63,-0.30,2.63,-4.92,-6.57,-0.07,2.13,-1.06,2.63,-4.92,-6.57,1.31,2.29,-0.82,2.63,-4.92,-6.57,0.88,1.50,-1.70,2.63,-4.92,-6.57,-1.42,-0.64,-2.39,2.63,-4.92,-6.57,-2.03,-1.01,-2.94,2.63,-4.92,-6.57,-2.30,-1.80,-3.22,2.63,-4.92,-6.57,-2.70,-1.74,-4.05,2.63,-4.92,-6.68,-3.59,-2.04,-4.06,2.63,-4.92,-6.69,-2.36,-0.02,-2.24,2.63,-4.92,-6.69,-1.24,-0.27,-3.65,2.63,-4.92,-6.69,-3.51,-0.02,-3.52,2.63,-4.92,-6.69,-2.27,3.67,-2.36,3.67,-4.92,-6.69,1.66,1.63,-1.28,3.67,-4.92,-6.69,0.19,0.99,-0.52,3.67,-4.92,-6.69,0.65,1.44,0.05,3.67,-4.92,-6.69,1.20,5.76,1.09,5.76,-4.92,-6.69,5.76
TATACONSUM,Buy,1090.9,1078.9,1039.21,1158.38,SL Hit,1039.21,2026-08-27,1.24,-1.03,1.24,-1.03,-2.26,0.10,0.50,-0.73,1.24,-1.03,-2.26,0.50,1.02,-0.45,1.24,-1.03,-2.26,-0.08,0.10,-1.18,1.24,-1.18,-2.42,-0.79,1.73,-0.79,1.73,-1.18,-2.52,1.63,1.71,-1.49,1.73,-1.49,-3.22,-1.18,-1.18,-3.36,1.73,-3.36,-5.09,-2.66,0.38,-3.00,1.73,-3.36,-5.09,-0.04,0.23,-1.05,1.73,-3.36,-5.09,-1.05,-0.59,-1.83,1.73,-3.36,-5.09,-1.68,-1.08,-2.69,1.73,-3.36,-5.09,-2.69,-1.78,-3.13,1.73,-3.36,-5.09,-2.10,-1.49,-3.17,1.73,-3.36,-5.09,-3.17,-2.65,-4.24,1.73,-4.24,-5.97,-3.84,-2.60,-4.50,1.73,-4.50,-6.23,-2.60,-2.68,-3.65,1.73,-4.50,-6.23,-2.79,-2.51,-4.70,1.73,-4.70,-6.43,-4.02,-3.90,-4.74,1.73,-4.74,-6.47,-4.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
