Symbol,Buy/Sell,CBT,Entry,Stoploss,TargetPrice,Status,ExitPrice,ExitDate,2026-09-02_DayMaxProfit,2026-09-02_DayMaxLoss,2026-09-02_MaxProfit,2026-09-02_MaxLoss,2026-09-02_MaxDrawdown,2026-09-02_CurrentPnL,2026-09-03_DayMaxProfit,2026-09-03_DayMaxLoss,2026-09-03_MaxProfit,2026-09-03_MaxLoss,2026-09-03_MaxDrawdown,2026-09-03_CurrentPnL,2026-09-04_DayMaxProfit,2026-09-04_DayMaxLoss,2026-09-04_MaxProfit,2026-09-04_MaxLoss,2026-09-04_MaxDrawdown,2026-09-04_CurrentPnL,2026-09-07_DayMaxProfit,2026-09-07_DayMaxLoss,2026-09-07_MaxProfit,2026-09-07_MaxLoss,2026-09-07_MaxDrawdown,2026-09-07_CurrentPnL,2026-09-08_DayMaxProfit,2026-09-08_DayMaxLoss,2026-09-08_MaxProfit,2026-09-08_MaxLoss,2026-09-08_MaxDrawdown,2026-09-08_CurrentPnL,2026-09-09_DayMaxProfit,2026-09-09_DayMaxLoss,2026-09-09_MaxProfit,2026-09-09_MaxLoss,2026-09-09_MaxDrawdown,2026-09-09_CurrentPnL,2026-09-10_DayMaxProfit,2026-09-10_DayMaxLoss,2026-09-10_MaxProfit,2026-09-10_MaxLoss,2026-09-10_MaxDrawdown,2026-09-10_CurrentPnL
GANESHCP,Sell,171.15,175.00999450683594,187.02,164.07,Open,,,2.72,0.67,2.72,0.67,-2.04,2.15,2.37,-2.19,2.72,-2.19,-4.91,1.36,1.57,-3.41,2.72,-3.41,-6.13,-1.93,1.69,-4.44,2.72,-4.44,-7.16,0.91,2.13,-0.52,2.72,-4.44,-7.16,0.84,2.73,-1.67,2.73,-4.44,-7.16,2.09,3.30,0.67,3.30,-4.44,-7.16,2.44
IFBIND,Buy,1331.4,1331.1,1281.09,1429.53,SL Hit,1281.09,2026-09-02,-1.48,-3.78,-1.48,-3.78,-3.78,-3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
