Symbol,Buy/Sell,CBT,Entry,Stoploss,TargetPrice,Status,ExitPrice,ExitDate,2026-08-17_DayMaxProfit,2026-08-17_DayMaxLoss,2026-08-17_MaxProfit,2026-08-17_MaxLoss,2026-08-17_MaxDrawdown,2026-08-17_CurrentPnL,2026-08-18_DayMaxProfit,2026-08-18_DayMaxLoss,2026-08-18_MaxProfit,2026-08-18_MaxLoss,2026-08-18_MaxDrawdown,2026-08-18_CurrentPnL,2026-08-19_DayMaxProfit,2026-08-19_DayMaxLoss,2026-08-19_MaxProfit,2026-08-19_MaxLoss,2026-08-19_MaxDrawdown,2026-08-19_CurrentPnL,2026-08-20_DayMaxProfit,2026-08-20_DayMaxLoss,2026-08-20_MaxProfit,2026-08-20_MaxLoss,2026-08-20_MaxDrawdown,2026-08-20_CurrentPnL,2026-08-21_DayMaxProfit,2026-08-21_DayMaxLoss,2026-08-21_MaxProfit,2026-08-21_MaxLoss,2026-08-21_MaxDrawdown,2026-08-21_CurrentPnL,2026-08-24_DayMaxProfit,2026-08-24_DayMaxLoss,2026-08-24_MaxProfit,2026-08-24_MaxLoss,2026-08-24_MaxDrawdown,2026-08-24_CurrentPnL,2026-08-25_DayMaxProfit,2026-08-25_DayMaxLoss,2026-08-25_MaxProfit,2026-08-25_MaxLoss,2026-08-25_MaxDrawdown,2026-08-25_CurrentPnL,2026-08-26_DayMaxProfit,2026-08-26_DayMaxLoss,2026-08-26_MaxProfit,2026-08-26_MaxLoss,2026-08-26_MaxDrawdown,2026-08-26_CurrentPnL
HFCL,Sell,223.11,228.0,240.96,199.81,SL Hit,240.96,2026-08-25,2.36,-1.27,2.36,-1.27,-3.63,1.62,2.29,-3.30,2.36,-3.30,-5.66,-3.10,-0.40,-5.06,2.36,-5.06,-7.42,-1.53,0.27,-3.00,2.36,-5.06,-7.42,-0.35,0.04,-2.55,2.36,-5.06,-7.42,-2.20,-2.25,-7.31,2.36,-7.31,-9.67,-6.86,-5.62,-8.00,2.36,-8.00,-10.36,-8.00,,,,,,
SUPERHOUSE,Sell,169.52,170.0,186.97,158.48,Open,,,2.67,-3.17,2.67,-3.17,-5.84,0.24,1.25,0.78,2.67,-3.17,-5.84,0.78,4.38,0.78,4.38,-3.17,-5.84,3.26,3.26,-0.72,4.38,-3.17,-5.84,2.94,3.26,-2.64,4.38,-3.17,-7.02,1.01,2.55,-1.98,4.38,-3.17,-7.02,0.98,0.90,-5.00,4.38,-5.00,-9.38,-3.93,-1.83,-5.56,4.38,-5.56,-9.94,-3.91
