Date,Open,High,Low,Close,Volume,up_n,down_n,body_n,upper_bb,middle_bb,lower_bb
2026-05-18 01:57:00+03:00,4545.14,4550.02,4545.14,4547.29,465,55.9,0.0,44.1,4554.979914723236,4549.6082,4544.236485276763
2026-05-18 01:58:00+03:00,4547.285,4547.285,4545.385,4546.105,423,0.0,37.9,62.1,4554.895246513781,4549.649600000001,4544.40395348622
2026-05-18 01:59:00+03:00,4546.1,4546.42,4544.805,4546.04,285,19.8,76.5,3.7,4554.76383181435,4549.7052,4544.646568185651
2026-05-18 02:00:00+03:00,4546.05,4548.035,4544.455,4544.495,470,55.4,1.1,43.4,4554.985913122918,4549.5474,4544.108886877081
2026-05-18 02:01:00+03:00,4544.48,4547.71,4544.355,4547.12,294,17.6,3.7,78.7,4554.9999918990125,4549.520399999999,4544.040808100986
2026-05-18 02:02:00+03:00,4547.245,4547.44,4543.755,4544.82,365,5.3,28.9,65.8,4555.14423901856,4549.3726,4543.600960981439
2026-05-18 02:03:00+03:00,4544.825,4547.47,4544.715,4546.405,290,38.7,4.0,57.4,4555.049284206913,4549.196,4543.342715793086
2026-05-18 02:04:00+03:00,4546.38,4546.79,4545.27,4545.46,165,27.0,12.5,60.5,4554.931357898004,4548.9644,4542.997442101996
2026-05-18 02:05:00+03:00,4545.41,4545.415,4540.2,4542.085,366,0.1,36.1,63.8,4554.881225608406,4548.5396,4542.1979743915945
2026-05-18 02:06:00+03:00,4542.06,4542.655,4539.74,4541.86,394,20.4,72.7,6.9,4555.076825272848,4548.2336000000005,4541.390374727153
2026-05-18 02:07:00+03:00,4541.85,4542.655,4539.56,4540.45,357,26.0,28.8,45.2,4554.953058794026,4547.7364,4540.519741205973
2026-05-18 02:08:00+03:00,4540.465,4542.81,4540.465,4540.82,530,84.9,0.0,15.1,4554.610794847721,4547.2466,4539.88240515228
2026-05-18 02:09:00+03:00,4540.895,4542.785,4540.895,4541.725,432,56.1,0.0,43.9,4554.504056371135,4546.9188,4539.333543628865
2026-05-18 02:10:00+03:00,4541.7,4546.0,4541.05,4545.32,510,13.7,13.1,73.1,4553.635024429022,4546.5778,4539.520575570978
2026-05-18 02:11:00+03:00,4545.315,4545.39,4544.035,4544.175,349,5.5,10.3,84.1,4552.849404493981,4546.2286,4539.60779550602
2026-05-18 02:12:00+03:00,4544.185,4544.53,4540.185,4540.725,551,7.9,12.4,79.6,4552.216239056833,4545.760800000001,4539.305360943169
2026-05-18 02:13:00+03:00,4540.77,4543.285,4540.77,4542.72,320,22.5,0.0,77.5,4551.416252050088,4545.388800000001,4539.361347949914
2026-05-18 02:14:00+03:00,4542.735,4543.02,4541.19,4541.63,364,15.6,24.0,60.4,4550.588336129101,4544.983200000001,4539.3780638709
