Symbol,Buy/Sell,CBT,Entry,Stoploss,TargetPrice
ANANTRAJ,Sell,551.29,559.0813822329338,582.2,486.07
ARFIN,Buy,90.85,88.85,82.71,94.78
ARMANFIN,Buy,1589.0,1544.2,1391.58,1739.41
HARRMALAYA,Buy,194.09,192.0,180.17,209.24
IONEXCHANG,Buy,358.99,351.56,331.23,390.33
LLOYDSENT,Buy,68.55,67.57,63.85,74.06
MTARTECH,Buy,7216.0,7145.0,6345.63,8036.62
