Symbol,Buy/Sell,CBT,Entry,Stoploss,TargetPrice,Status,ExitPrice,ExitDate,2026-08-04_DayMaxProfit,2026-08-04_DayMaxLoss,2026-08-04_MaxProfit,2026-08-04_MaxLoss,2026-08-04_MaxDrawdown,2026-08-04_CurrentPnL,2026-08-05_DayMaxProfit,2026-08-05_DayMaxLoss,2026-08-05_MaxProfit,2026-08-05_MaxLoss,2026-08-05_MaxDrawdown,2026-08-05_CurrentPnL,2026-08-06_DayMaxProfit,2026-08-06_DayMaxLoss,2026-08-06_MaxProfit,2026-08-06_MaxLoss,2026-08-06_MaxDrawdown,2026-08-06_CurrentPnL,2026-08-07_DayMaxProfit,2026-08-07_DayMaxLoss,2026-08-07_MaxProfit,2026-08-07_MaxLoss,2026-08-07_MaxDrawdown,2026-08-07_CurrentPnL,2026-08-10_DayMaxProfit,2026-08-10_DayMaxLoss,2026-08-10_MaxProfit,2026-08-10_MaxLoss,2026-08-10_MaxDrawdown,2026-08-10_CurrentPnL,2026-08-11_DayMaxProfit,2026-08-11_DayMaxLoss,2026-08-11_MaxProfit,2026-08-11_MaxLoss,2026-08-11_MaxDrawdown,2026-08-11_CurrentPnL,2026-08-12_DayMaxProfit,2026-08-12_DayMaxLoss,2026-08-12_MaxProfit,2026-08-12_MaxLoss,2026-08-12_MaxDrawdown,2026-08-12_CurrentPnL,2026-08-13_DayMaxProfit,2026-08-13_DayMaxLoss,2026-08-13_MaxProfit,2026-08-13_MaxLoss,2026-08-13_MaxDrawdown,2026-08-13_CurrentPnL,2026-08-14_DayMaxProfit,2026-08-14_DayMaxLoss,2026-08-14_MaxProfit,2026-08-14_MaxLoss,2026-08-14_MaxDrawdown,2026-08-14_CurrentPnL,2026-08-17_DayMaxProfit,2026-08-17_DayMaxLoss,2026-08-17_MaxProfit,2026-08-17_MaxLoss,2026-08-17_MaxDrawdown,2026-08-17_CurrentPnL,2026-08-18_DayMaxProfit,2026-08-18_DayMaxLoss,2026-08-18_MaxProfit,2026-08-18_MaxLoss,2026-08-18_MaxDrawdown,2026-08-18_CurrentPnL,2026-08-19_DayMaxProfit,2026-08-19_DayMaxLoss,2026-08-19_MaxProfit,2026-08-19_MaxLoss,2026-08-19_MaxDrawdown,2026-08-19_CurrentPnL,2026-08-20_DayMaxProfit,2026-08-20_DayMaxLoss,2026-08-20_MaxProfit,2026-08-20_MaxLoss,2026-08-20_MaxDrawdown,2026-08-20_CurrentPnL,2026-08-21_DayMaxProfit,2026-08-21_DayMaxLoss,2026-08-21_MaxProfit,2026-08-21_MaxLoss,2026-08-21_MaxDrawdown,2026-08-21_CurrentPnL,2026-08-24_DayMaxProfit,2026-08-24_DayMaxLoss,2026-08-24_MaxProfit,2026-08-24_MaxLoss,2026-08-24_MaxDrawdown,2026-08-24_CurrentPnL,2026-08-25_DayMaxProfit,2026-08-25_DayMaxLoss,2026-08-25_MaxProfit,2026-08-25_MaxLoss,2026-08-25_MaxDrawdown,2026-08-25_CurrentPnL,2026-08-26_DayMaxProfit,2026-08-26_DayMaxLoss,2026-08-26_MaxProfit,2026-08-26_MaxLoss,2026-08-26_MaxDrawdown,2026-08-26_CurrentPnL
63MOONS,Sell,666.85,712.0,763.1,646.42,SL Hit,900,2026-08-04,-34.96,-34.96,-34.96,-34.96,-34.96,-34.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATLANTAELE,Buy,1652.7,1640.0,1531.38,1820.08,TP Hit,1828.9,2026-08-18,-0.99,-5.00,-0.99,-5.00,-5.00,-2.34,1.76,-2.04,1.76,-5.00,-5.00,-1.10,0.87,-4.40,1.76,-5.00,-6.16,-3.62,-1.68,-5.46,1.76,-5.46,-7.22,-2.74,-1.43,-3.64,1.76,-5.46,-7.22,-2.75,-1.68,-4.70,1.76,-5.46,-7.22,-4.02,2.80,-4.04,2.80,-5.46,-7.22,0.47,3.64,-1.98,3.64,-5.46,-7.22,-0.23,4.92,0.44,4.92,-5.46,-7.22,1.70,9.93,1.83,9.93,-5.46,-8.10,8.20,10.66,10.66,10.66,-5.46,-8.10,10.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXPLEOSOL,Sell,693.84,716.1140444158766,812.34,706.68,SL Hit,812.34,2026-08-04,-15.45,-17.08,-15.45,-17.08,-17.08,-17.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRISHANA,Buy,128.75,127.9,118.98,147.75,TP Hit,179.8,2026-08-04,39.65,39.65,39.65,39.65,0.00,39.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LATENTVIEW,Sell,292.8,298.0,318.34,271.01,TP Hit,271.01,2026-08-26,-1.02,-2.56,-1.02,-2.56,-2.56,-1.79,-0.24,-2.80,-0.24,-2.80,-2.80,-0.75,-0.75,-2.99,-0.24,-2.99,-2.99,-1.71,-0.92,-3.42,-0.24,-3.42,-3.42,-1.50,-0.68,-2.95,-0.24,-3.42,-3.42,-1.71,-0.22,-2.15,-0.22,-3.42,-3.42,-0.67,1.81,-1.37,1.81,-3.42,-3.42,0.94,2.83,-0.92,2.83,-3.42,-3.76,2.58,3.18,1.02,3.18,-3.42,-3.76,2.60,3.72,1.33,3.72,-3.42,-3.76,2.49,4.23,0.97,4.23,-3.42,-3.76,3.83,7.31,4.03,7.31,-3.42,-3.76,5.57,5.29,2.49,7.31,-3.42,-4.82,3.77,5.28,3.76,7.31,-3.42,-4.82,5.02,5.31,0.27,7.31,-3.42,-7.04,4.88,5.24,3.91,7.31,-3.42,-7.04,4.59,7.44,4.00,7.44,-3.42,-7.04,7.44
MBAPL,Buy,118.05,112.4,104.11,122.1,TP Hit,160.99,2026-08-04,36.37,36.37,36.37,36.37,0.00,36.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TANLA,Sell,527.1,544.7000122070312,575.55,502.4,SL Hit,611,2026-08-04,-15.92,-15.92,-15.92,-15.92,-15.92,-15.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
