Symbol,Buy/Sell,CBT,Entry,Stoploss,TargetPrice,Status,ExitPrice,ExitDate,2026-08-04_DayMaxProfit,2026-08-04_DayMaxLoss,2026-08-04_MaxProfit,2026-08-04_MaxLoss,2026-08-04_MaxDrawdown,2026-08-04_CurrentPnL,2026-08-05_DayMaxProfit,2026-08-05_DayMaxLoss,2026-08-05_MaxProfit,2026-08-05_MaxLoss,2026-08-05_MaxDrawdown,2026-08-05_CurrentPnL,2026-08-06_DayMaxProfit,2026-08-06_DayMaxLoss,2026-08-06_MaxProfit,2026-08-06_MaxLoss,2026-08-06_MaxDrawdown,2026-08-06_CurrentPnL,2026-08-07_DayMaxProfit,2026-08-07_DayMaxLoss,2026-08-07_MaxProfit,2026-08-07_MaxLoss,2026-08-07_MaxDrawdown,2026-08-07_CurrentPnL,2026-08-10_DayMaxProfit,2026-08-10_DayMaxLoss,2026-08-10_MaxProfit,2026-08-10_MaxLoss,2026-08-10_MaxDrawdown,2026-08-10_CurrentPnL
ABCOTS,Sell,233.29,242.63999938964844,265.74,206.66,TP Hit,202,2026-08-04,13.41,13.41,13.41,13.41,0.00,13.41,,,,,,,,,,,,,,,,,,,,,,,,
CHENNPETRO,Sell,1133.95,1160.1097356301796,1223.04,1098.86,SL Hit,1342,2026-08-04,-18.35,-18.35,-18.35,-18.35,-18.35,-18.35,,,,,,,,,,,,,,,,,,,,,,,,
GABRIEL,Sell,1134.05,1138.444528123321,1218.58,999.12,SL Hit,1527,2026-08-04,-34.65,-34.65,-34.65,-34.65,-34.65,-34.65,,,,,,,,,,,,,,,,,,,,,,,,
IMAGICAA,Sell,43.57,43.7400016784668,46.22,41.56,SL Hit,49.38,2026-08-04,-13.33,-13.33,-13.33,-13.33,-13.33,-13.33,,,,,,,,,,,,,,,,,,,,,,,,
MBEL,Sell,309.4,309.6499938964844,332.56,275.48,TP Hit,275.48,2026-08-10,5.46,3.10,5.46,3.10,-2.36,4.41,7.82,3.30,7.82,3.10,-4.52,6.95,7.89,5.03,7.89,3.10,-4.52,6.84,7.24,0.79,7.89,0.79,-7.10,3.52,10.96,-1.33,10.96,-1.33,-12.29,10.96
NUVAMA,Sell,1660.7,1670.4000244140625,1741.18,1465.01,SL Hit,1765.7,2026-08-04,-6.32,-6.32,-6.32,-6.32,-6.32,-6.32,,,,,,,,,,,,,,,,,,,,,,,,
SHRIPISTON,Sell,3691.37,3759.0874064876257,3911.91,3386.89,SL Hit,4525,2026-08-04,-22.58,-22.58,-22.58,-22.58,-22.58,-22.58,,,,,,,,,,,,,,,,,,,,,,,,
SURYAROSNI,Sell,260.29,263.94549500023993,281.96,246.43,TP Hit,237.32,2026-08-04,8.82,8.82,8.82,8.82,0.00,8.82,,,,,,,,,,,,,,,,,,,,,,,,
