Symbol,Buy/Sell,CBT,Entry,Stoploss,TargetPrice,Status,ExitPrice,ExitDate,2026-08-04_DayMaxProfit,2026-08-04_DayMaxLoss,2026-08-04_MaxProfit,2026-08-04_MaxLoss,2026-08-04_MaxDrawdown,2026-08-04_CurrentPnL,2026-08-05_DayMaxProfit,2026-08-05_DayMaxLoss,2026-08-05_MaxProfit,2026-08-05_MaxLoss,2026-08-05_MaxDrawdown,2026-08-05_CurrentPnL,2026-08-06_DayMaxProfit,2026-08-06_DayMaxLoss,2026-08-06_MaxProfit,2026-08-06_MaxLoss,2026-08-06_MaxDrawdown,2026-08-06_CurrentPnL,2026-08-07_DayMaxProfit,2026-08-07_DayMaxLoss,2026-08-07_MaxProfit,2026-08-07_MaxLoss,2026-08-07_MaxDrawdown,2026-08-07_CurrentPnL,2026-08-10_DayMaxProfit,2026-08-10_DayMaxLoss,2026-08-10_MaxProfit,2026-08-10_MaxLoss,2026-08-10_MaxDrawdown,2026-08-10_CurrentPnL,2026-08-11_DayMaxProfit,2026-08-11_DayMaxLoss,2026-08-11_MaxProfit,2026-08-11_MaxLoss,2026-08-11_MaxDrawdown,2026-08-11_CurrentPnL,2026-08-12_DayMaxProfit,2026-08-12_DayMaxLoss,2026-08-12_MaxProfit,2026-08-12_MaxLoss,2026-08-12_MaxDrawdown,2026-08-12_CurrentPnL,2026-08-13_DayMaxProfit,2026-08-13_DayMaxLoss,2026-08-13_MaxProfit,2026-08-13_MaxLoss,2026-08-13_MaxDrawdown,2026-08-13_CurrentPnL
NAVKARCORP,Sell,110.23,114.87000274658203,122.7,102.86,TP Hit,102.86,2026-08-04,6.69,4.89,6.69,4.89,-1.80,6.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMBHV,Sell,110.69,113.0,119.65,107.77,SL Hit,122.57,2026-08-04,-10.73,-10.73,-10.73,-10.73,-10.73,-10.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STEELCAS,Sell,297.04,307.45339872219506,360.4,286.27,SL Hit,360.4,2026-08-13,-8.07,-14.80,-8.07,-14.80,-14.80,-14.14,-10.46,-16.31,-8.07,-16.31,-16.31,-13.45,-12.95,-15.47,-8.07,-16.31,-16.31,-13.71,-11.20,-14.95,-8.07,-16.31,-16.31,-11.63,-11.35,-14.63,-8.07,-16.31,-16.31,-11.95,-9.19,-13.00,-8.07,-16.31,-16.31,-10.56,-9.38,-12.17,-8.07,-16.31,-16.31,-11.01,-10.66,-21.33,-8.07,-21.33,-21.33,-21.33
