Symbol,Buy/Sell,CBT,Entry,Stoploss,TargetPrice
AZAD,Sell,2207.7,2221.0,2338.17,1963.47
CGCL,Sell,202.77,203.0,214.63,187.57
CRAFTSMAN,Sell,9053.95,9189.286018404406,9624.03,8475.83
