Symbol,Buy/Sell,CBT,Entry,Stoploss,TargetPrice,Status,ExitPrice,ExitDate,2026-08-04_DayMaxProfit,2026-08-04_DayMaxLoss,2026-08-04_MaxProfit,2026-08-04_MaxLoss,2026-08-04_MaxDrawdown,2026-08-04_CurrentPnL,2026-08-05_DayMaxProfit,2026-08-05_DayMaxLoss,2026-08-05_MaxProfit,2026-08-05_MaxLoss,2026-08-05_MaxDrawdown,2026-08-05_CurrentPnL,2026-08-06_DayMaxProfit,2026-08-06_DayMaxLoss,2026-08-06_MaxProfit,2026-08-06_MaxLoss,2026-08-06_MaxDrawdown,2026-08-06_CurrentPnL,2026-08-07_DayMaxProfit,2026-08-07_DayMaxLoss,2026-08-07_MaxProfit,2026-08-07_MaxLoss,2026-08-07_MaxDrawdown,2026-08-07_CurrentPnL,2026-08-10_DayMaxProfit,2026-08-10_DayMaxLoss,2026-08-10_MaxProfit,2026-08-10_MaxLoss,2026-08-10_MaxDrawdown,2026-08-10_CurrentPnL,2026-08-11_DayMaxProfit,2026-08-11_DayMaxLoss,2026-08-11_MaxProfit,2026-08-11_MaxLoss,2026-08-11_MaxDrawdown,2026-08-11_CurrentPnL,2026-08-12_DayMaxProfit,2026-08-12_DayMaxLoss,2026-08-12_MaxProfit,2026-08-12_MaxLoss,2026-08-12_MaxDrawdown,2026-08-12_CurrentPnL
JAINREC,Buy,341.4,325.0,303.77,363.08,SL Hit,303.77,2026-08-10,-2.65,-8.45,-2.65,-8.45,-8.45,-5.26,-4.17,-5.89,-2.65,-8.45,-8.45,-5.52,-4.80,-8.82,-2.65,-8.82,-8.82,-7.63,-7.22,-9.97,-2.65,-9.97,-9.97,-9.67,-9.20,-11.02,-2.65,-11.02,-11.02,-11.02,,,,,,,,,,,,
NPST,Buy,1599.6,1569.9,1453.05,1727.07,SL Hit,1435,2026-08-12,-2.54,-6.23,-2.54,-6.23,-6.23,-4.90,-2.48,-5.88,-2.48,-6.23,-6.23,-3.75,-3.49,-5.85,-2.48,-6.23,-6.23,-5.54,-4.66,-6.73,-2.48,-6.73,-6.73,-5.89,1.03,-7.19,1.03,-7.19,-8.21,-2.17,0.03,-4.97,1.03,-7.19,-8.21,-4.03,-10.29,-10.29,1.03,-10.29,-11.32,-10.29
SHAKTIPUMP,Buy,555.43,555.28,529.61,581.11,SL Hit,519.95,2026-08-04,-6.39,-6.39,-6.39,-6.39,-6.39,-6.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
