Symbol,Buy/Sell,CBT,Entry,Stoploss,TargetPrice,Status,ExitPrice,ExitDate,2026-08-03_DayMaxProfit,2026-08-03_DayMaxLoss,2026-08-03_MaxProfit,2026-08-03_MaxLoss,2026-08-03_MaxDrawdown,2026-08-03_CurrentPnL,2026-08-04_DayMaxProfit,2026-08-04_DayMaxLoss,2026-08-04_MaxProfit,2026-08-04_MaxLoss,2026-08-04_MaxDrawdown,2026-08-04_CurrentPnL,2026-08-05_DayMaxProfit,2026-08-05_DayMaxLoss,2026-08-05_MaxProfit,2026-08-05_MaxLoss,2026-08-05_MaxDrawdown,2026-08-05_CurrentPnL,2026-08-06_DayMaxProfit,2026-08-06_DayMaxLoss,2026-08-06_MaxProfit,2026-08-06_MaxLoss,2026-08-06_MaxDrawdown,2026-08-06_CurrentPnL,2026-08-07_DayMaxProfit,2026-08-07_DayMaxLoss,2026-08-07_MaxProfit,2026-08-07_MaxLoss,2026-08-07_MaxDrawdown,2026-08-07_CurrentPnL,2026-08-10_DayMaxProfit,2026-08-10_DayMaxLoss,2026-08-10_MaxProfit,2026-08-10_MaxLoss,2026-08-10_MaxDrawdown,2026-08-10_CurrentPnL,2026-08-11_DayMaxProfit,2026-08-11_DayMaxLoss,2026-08-11_MaxProfit,2026-08-11_MaxLoss,2026-08-11_MaxDrawdown,2026-08-11_CurrentPnL,2026-08-12_DayMaxProfit,2026-08-12_DayMaxLoss,2026-08-12_MaxProfit,2026-08-12_MaxLoss,2026-08-12_MaxDrawdown,2026-08-12_CurrentPnL,2026-08-13_DayMaxProfit,2026-08-13_DayMaxLoss,2026-08-13_MaxProfit,2026-08-13_MaxLoss,2026-08-13_MaxDrawdown,2026-08-13_CurrentPnL,2026-08-14_DayMaxProfit,2026-08-14_DayMaxLoss,2026-08-14_MaxProfit,2026-08-14_MaxLoss,2026-08-14_MaxDrawdown,2026-08-14_CurrentPnL,2026-08-17_DayMaxProfit,2026-08-17_DayMaxLoss,2026-08-17_MaxProfit,2026-08-17_MaxLoss,2026-08-17_MaxDrawdown,2026-08-17_CurrentPnL,2026-08-18_DayMaxProfit,2026-08-18_DayMaxLoss,2026-08-18_MaxProfit,2026-08-18_MaxLoss,2026-08-18_MaxDrawdown,2026-08-18_CurrentPnL,2026-08-19_DayMaxProfit,2026-08-19_DayMaxLoss,2026-08-19_MaxProfit,2026-08-19_MaxLoss,2026-08-19_MaxDrawdown,2026-08-19_CurrentPnL,2026-08-20_DayMaxProfit,2026-08-20_DayMaxLoss,2026-08-20_MaxProfit,2026-08-20_MaxLoss,2026-08-20_MaxDrawdown,2026-08-20_CurrentPnL,2026-08-21_DayMaxProfit,2026-08-21_DayMaxLoss,2026-08-21_MaxProfit,2026-08-21_MaxLoss,2026-08-21_MaxDrawdown,2026-08-21_CurrentPnL,2026-08-24_DayMaxProfit,2026-08-24_DayMaxLoss,2026-08-24_MaxProfit,2026-08-24_MaxLoss,2026-08-24_MaxDrawdown,2026-08-24_CurrentPnL,2026-08-25_DayMaxProfit,2026-08-25_DayMaxLoss,2026-08-25_MaxProfit,2026-08-25_MaxLoss,2026-08-25_MaxDrawdown,2026-08-25_CurrentPnL,2026-08-26_DayMaxProfit,2026-08-26_DayMaxLoss,2026-08-26_MaxProfit,2026-08-26_MaxLoss,2026-08-26_MaxDrawdown,2026-08-26_CurrentPnL,2026-08-27_DayMaxProfit,2026-08-27_DayMaxLoss,2026-08-27_MaxProfit,2026-08-27_MaxLoss,2026-08-27_MaxDrawdown,2026-08-27_CurrentPnL,2026-08-28_DayMaxProfit,2026-08-28_DayMaxLoss,2026-08-28_MaxProfit,2026-08-28_MaxLoss,2026-08-28_MaxDrawdown,2026-08-28_CurrentPnL,2026-08-31_DayMaxProfit,2026-08-31_DayMaxLoss,2026-08-31_MaxProfit,2026-08-31_MaxLoss,2026-08-31_MaxDrawdown,2026-08-31_CurrentPnL,2026-09-01_DayMaxProfit,2026-09-01_DayMaxLoss,2026-09-01_MaxProfit,2026-09-01_MaxLoss,2026-09-01_MaxDrawdown,2026-09-01_CurrentPnL,2026-09-02_DayMaxProfit,2026-09-02_DayMaxLoss,2026-09-02_MaxProfit,2026-09-02_MaxLoss,2026-09-02_MaxDrawdown,2026-09-02_CurrentPnL
CCAVENUE,Buy,16.34,16.17,15.2,18.02,TP Hit,18.02,2026-08-03,10.28,-2.57,10.28,-2.57,-12.85,10.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FINPIPE,Buy,163.67,159.5,153.68,191.5,SL Hit,153.68,2026-09-02,1.79,-0.31,1.79,-0.31,-2.10,1.30,2.16,0.51,2.16,-0.31,-2.10,1.08,2.65,1.08,2.65,-0.31,-2.10,2.13,5.09,2.18,5.09,-0.31,-2.91,4.67,2.03,-0.50,5.09,-0.50,-5.59,0.46,1.21,-1.63,5.09,-1.63,-6.72,-1.43,-0.21,-1.56,5.09,-1.63,-6.72,-0.62,0.04,-1.57,5.09,-1.63,-6.72,-1.42,-0.27,-1.57,5.09,-1.63,-6.72,-1.08,-0.49,-2.95,5.09,-2.95,-8.04,-2.71,-2.24,-3.76,5.09,-3.76,-8.85,-2.63,-2.06,-4.08,5.09,-4.08,-9.17,-3.26,-2.70,-3.95,5.09,-4.08,-9.17,-3.31,-2.68,-3.46,5.09,-4.08,-9.17,-3.09,-1.40,-3.60,5.09,-4.08,-9.17,-1.97,1.73,-1.93,5.09,-4.08,-9.17,1.12,1.12,-1.63,5.09,-4.08,-9.17,-0.53,0.14,-1.57,5.09,-4.08,-9.17,-1.39,-0.41,-2.18,5.09,-4.08,-9.17,-1.91,-1.02,-2.18,5.09,-4.08,-9.17,-1.90,-0.66,-4.20,5.09,-4.20,-9.29,-3.64,-2.86,-5.42,5.09,-5.42,-10.51,-5.09,-2.43,-6.10,5.09,-6.10,-11.19,-6.10
INDOBORAX,Buy,416.1,365.0,332.66,431.74,TP Hit,431.74,2026-08-10,1.50,-10.36,1.50,-10.36,-11.86,0.62,-0.02,-3.10,1.50,-10.36,-11.86,-2.76,0.46,-3.99,1.50,-10.36,-11.86,-0.93,-0.46,-2.50,1.50,-10.36,-11.86,-1.41,-0.42,-5.90,1.50,-10.36,-11.86,-3.77,3.76,-4.30,3.76,-10.36,-11.86,3.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOHINOOR,Buy,22.92,22.56,21.11,25.69,TP Hit,25.69,2026-08-14,3.71,0.52,3.71,0.52,-3.18,1.44,4.32,0.00,4.32,0.00,-4.32,2.53,3.84,-0.09,4.32,-0.09,-4.41,0.52,2.44,-0.31,4.32,-0.31,-4.63,0.96,2.31,-1.18,4.32,-1.18,-5.50,0.57,2.01,0.13,4.32,-1.18,-5.50,1.09,2.44,-0.39,4.32,-1.18,-5.50,0.52,2.49,0.26,4.32,-1.18,-5.50,0.92,2.53,0.22,4.32,-1.18,-5.50,0.79,12.09,0.22,12.09,-1.18,-11.87,12.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETRONET,Buy,274.7,268.95,261.11,285.24,TP Hit,285.24,2026-08-13,3.69,1.58,3.69,1.58,-2.11,3.69,3.75,1.00,3.75,1.00,-2.75,3.75,3.75,2.07,3.75,1.00,-2.75,2.22,2.95,0.82,3.75,0.82,-2.93,0.82,2.15,0.25,3.75,0.25,-3.50,2.15,2.15,0.29,3.75,0.25,-3.50,1.93,1.62,-0.47,3.75,-0.47,-4.22,0.84,2.62,0.84,3.75,-0.47,-4.22,1.87,3.84,-0.62,3.84,-0.62,-4.46,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
