Symbol,Buy/Sell,CBT,Entry,Stoploss,TargetPrice,Status,ExitPrice,ExitDate,2026-08-03_DayMaxProfit,2026-08-03_DayMaxLoss,2026-08-03_MaxProfit,2026-08-03_MaxLoss,2026-08-03_MaxDrawdown,2026-08-03_CurrentPnL,2026-08-04_DayMaxProfit,2026-08-04_DayMaxLoss,2026-08-04_MaxProfit,2026-08-04_MaxLoss,2026-08-04_MaxDrawdown,2026-08-04_CurrentPnL,2026-08-05_DayMaxProfit,2026-08-05_DayMaxLoss,2026-08-05_MaxProfit,2026-08-05_MaxLoss,2026-08-05_MaxDrawdown,2026-08-05_CurrentPnL,2026-08-06_DayMaxProfit,2026-08-06_DayMaxLoss,2026-08-06_MaxProfit,2026-08-06_MaxLoss,2026-08-06_MaxDrawdown,2026-08-06_CurrentPnL,2026-08-07_DayMaxProfit,2026-08-07_DayMaxLoss,2026-08-07_MaxProfit,2026-08-07_MaxLoss,2026-08-07_MaxDrawdown,2026-08-07_CurrentPnL,2026-08-10_DayMaxProfit,2026-08-10_DayMaxLoss,2026-08-10_MaxProfit,2026-08-10_MaxLoss,2026-08-10_MaxDrawdown,2026-08-10_CurrentPnL,2026-08-11_DayMaxProfit,2026-08-11_DayMaxLoss,2026-08-11_MaxProfit,2026-08-11_MaxLoss,2026-08-11_MaxDrawdown,2026-08-11_CurrentPnL,2026-08-12_DayMaxProfit,2026-08-12_DayMaxLoss,2026-08-12_MaxProfit,2026-08-12_MaxLoss,2026-08-12_MaxDrawdown,2026-08-12_CurrentPnL,2026-08-13_DayMaxProfit,2026-08-13_DayMaxLoss,2026-08-13_MaxProfit,2026-08-13_MaxLoss,2026-08-13_MaxDrawdown,2026-08-13_CurrentPnL,2026-08-14_DayMaxProfit,2026-08-14_DayMaxLoss,2026-08-14_MaxProfit,2026-08-14_MaxLoss,2026-08-14_MaxDrawdown,2026-08-14_CurrentPnL,2026-08-17_DayMaxProfit,2026-08-17_DayMaxLoss,2026-08-17_MaxProfit,2026-08-17_MaxLoss,2026-08-17_MaxDrawdown,2026-08-17_CurrentPnL,2026-08-18_DayMaxProfit,2026-08-18_DayMaxLoss,2026-08-18_MaxProfit,2026-08-18_MaxLoss,2026-08-18_MaxDrawdown,2026-08-18_CurrentPnL,2026-08-19_DayMaxProfit,2026-08-19_DayMaxLoss,2026-08-19_MaxProfit,2026-08-19_MaxLoss,2026-08-19_MaxDrawdown,2026-08-19_CurrentPnL,2026-08-20_DayMaxProfit,2026-08-20_DayMaxLoss,2026-08-20_MaxProfit,2026-08-20_MaxLoss,2026-08-20_MaxDrawdown,2026-08-20_CurrentPnL,2026-08-21_DayMaxProfit,2026-08-21_DayMaxLoss,2026-08-21_MaxProfit,2026-08-21_MaxLoss,2026-08-21_MaxDrawdown,2026-08-21_CurrentPnL,2026-08-24_DayMaxProfit,2026-08-24_DayMaxLoss,2026-08-24_MaxProfit,2026-08-24_MaxLoss,2026-08-24_MaxDrawdown,2026-08-24_CurrentPnL,2026-08-25_DayMaxProfit,2026-08-25_DayMaxLoss,2026-08-25_MaxProfit,2026-08-25_MaxLoss,2026-08-25_MaxDrawdown,2026-08-25_CurrentPnL,2026-08-26_DayMaxProfit,2026-08-26_DayMaxLoss,2026-08-26_MaxProfit,2026-08-26_MaxLoss,2026-08-26_MaxDrawdown,2026-08-26_CurrentPnL,2026-08-27_DayMaxProfit,2026-08-27_DayMaxLoss,2026-08-27_MaxProfit,2026-08-27_MaxLoss,2026-08-27_MaxDrawdown,2026-08-27_CurrentPnL,2026-08-28_DayMaxProfit,2026-08-28_DayMaxLoss,2026-08-28_MaxProfit,2026-08-28_MaxLoss,2026-08-28_MaxDrawdown,2026-08-28_CurrentPnL,2026-08-31_DayMaxProfit,2026-08-31_DayMaxLoss,2026-08-31_MaxProfit,2026-08-31_MaxLoss,2026-08-31_MaxDrawdown,2026-08-31_CurrentPnL,2026-09-01_DayMaxProfit,2026-09-01_DayMaxLoss,2026-09-01_MaxProfit,2026-09-01_MaxLoss,2026-09-01_MaxDrawdown,2026-09-01_CurrentPnL,2026-09-02_DayMaxProfit,2026-09-02_DayMaxLoss,2026-09-02_MaxProfit,2026-09-02_MaxLoss,2026-09-02_MaxDrawdown,2026-09-02_CurrentPnL
GREENPANEL,Buy,191.04,190.71,181.94,203.86,TP Hit,203.86,2026-08-05,3.38,1.25,3.38,1.25,-2.14,2.97,5.21,2.56,5.21,1.25,-2.65,4.60,6.71,3.22,6.71,1.25,-3.49,6.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPHASIS,Sell,2361.3,2455.0,2557.2,2267.48,Open,,,0.91,-2.87,0.91,-2.87,-3.77,-2.87,-0.60,-3.41,0.91,-3.41,-4.32,-0.79,-1.25,-5.20,0.91,-5.20,-6.11,-4.18,-1.46,-4.10,0.91,-5.20,-6.11,-2.57,-1.85,-5.79,0.91,-5.79,-6.70,-4.82,-5.03,-6.67,0.91,-6.67,-7.58,-6.21,-5.81,-7.60,0.91,-7.60,-8.51,-7.14,-4.69,-7.57,0.91,-7.60,-8.51,-7.47,-5.71,-7.61,0.91,-7.61,-8.52,-7.61,-5.92,-8.28,0.91,-8.28,-9.19,-7.78,-5.11,-7.82,0.91,-8.28,-9.19,-6.30,-2.99,-6.06,0.91,-8.28,-9.19,-2.99,-1.00,-4.71,0.91,-8.28,-9.19,-2.68,-2.29,-4.55,0.91,-8.28,-9.19,-2.91,-1.06,-3.19,0.91,-8.28,-9.19,-2.91,-2.40,-4.26,0.91,-8.28,-9.19,-2.78,-1.66,-3.49,0.91,-8.28,-9.19,-2.99,-1.04,-3.84,0.91,-8.28,-9.19,-1.64,-1.02,-2.45,0.91,-8.28,-9.19,-2.21,-2.70,-5.11,0.91,-8.28,-9.19,-3.97,-1.09,-3.49,0.91,-8.28,-9.19,-2.80,-1.94,-6.85,0.91,-8.28,-9.19,-6.11,-2.82,-6.51,0.91,-8.28,-9.19,-5.03
SOUTHWEST,Buy,229.76,226.72,213.7,248.82,SL Hit,213.7,2026-08-25,5.75,3.54,5.75,3.54,-2.22,4.65,4.70,2.13,5.75,2.13,-3.62,2.66,3.61,1.41,5.75,1.41,-4.34,2.14,2.89,0.63,5.75,0.63,-5.12,1.16,1.85,-1.25,5.75,-1.25,-7.00,1.00,3.15,-0.85,5.75,-1.25,-7.00,0.89,2.65,-0.94,5.75,-1.25,-7.00,-0.67,1.38,-6.42,5.75,-6.42,-12.17,-4.63,-0.33,-4.33,5.75,-6.42,-12.17,-2.81,-2.37,-5.34,5.75,-6.42,-12.17,-4.14,-0.25,-4.84,5.75,-6.42,-12.17,-1.51,8.15,-4.89,8.15,-6.42,-13.04,-3.66,-1.66,-6.62,8.15,-6.62,-14.77,-5.66,-3.87,-6.86,8.15,-6.86,-15.01,-6.26,-2.51,-6.25,8.15,-6.86,-15.01,-4.23,-4.05,-5.77,8.15,-6.86,-15.01,-5.12,-4.65,-6.99,8.15,-6.99,-15.14,-6.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
